,Position,Track Name,Artist,Streams,URL,date
28,29,I Don't Care (with Justin Bieber),Ed Sheeran,12813311,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2020-01-05
29,30,China,Anuel AA,12514282,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2020-01-05
30,31,Bandit (with YoungBoy Never Broke Again),Juice WRLD,12474717,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,2020-01-05
31,32,Futsal Shuffle 2020,Lil Uzi Vert,11944895,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,2020-01-05
32,33,Fantasias,Rauw Alejandro,11762509,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,2020-01-05
33,34,Lose Control,MEDUZA,11755653,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-01-05
34,35,Beautiful People (feat. Khalid),Ed Sheeran,11732877,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2020-01-05
35,36,Lucid Dreams,Juice WRLD,11544388,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2020-01-05
36,37,Ayy Macarena,Tyga,11467917,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,2020-01-05
37,38,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,11407061,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,2020-01-05
38,39,How Do You Sleep?,Sam Smith,11167592,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2020-01-05
39,40,Sigues Con El,Dímelo Flow,10960019,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,2020-01-05
40,41,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,10739494,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,2020-01-05
41,42,Ballin' (with Roddy Ricch),Mustard,10698504,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,2020-01-05
42,43,Hola - Remix,Dalex,10642027,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,2020-01-05
43,44,"10,000 Hours (with Justin Bieber)",Dan + Shay,10407472,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2020-01-05
44,45,Suicidal,YNW Melly,10385449,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,2020-01-05
45,46,Trampoline (with ZAYN),SHAED,10185403,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k,2020-01-05
46,47,7 rings,Ariana Grande,10083773,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2020-01-05
47,48,LA CANCIÓN,J Balvin,9977833,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2020-01-05
48,49,Lalala,Y2K,9728409,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,2020-01-05
49,50,Falling,Harry Styles,9315200,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,2020-01-05
50,51,Callaita,Bad Bunny,9303265,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2020-01-05
51,52,Old Town Road - Remix,Lil Nas X,9218687,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2020-01-05
52,53,Whine Up,Nicky Jam,9093921,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0,2020-01-05
53,54,Goodbyes (Feat. Young Thug),Post Malone,9038139,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2020-01-05
54,55,Say So,Doja Cat,8841919,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-01-05
55,56,when the party's over,Billie Eilish,8826400,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2020-01-05
56,57,No Me Conoce - Remix,Jhay Cortez,8749832,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2020-01-05
57,58,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,8655809,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR,2020-01-05
58,59,Shallow,Lady Gaga,8603185,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2020-01-05
59,60,lovely (with Khalid),Billie Eilish,8542781,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2020-01-05
60,61,SUGAR,BROCKHAMPTON,8499350,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,2020-01-05
61,62,Ransom,Lil Tecca,8486965,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,2020-01-05
62,63,Roses - Imanbek Remix,SAINt JHN,8443934,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020-01-05
63,64,Adicto (with Anuel AA & Ozuna),Tainy,8395806,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,2020-01-05
64,65,If the World Was Ending - feat. Julia Michaels,JP Saxe,8344909,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,2020-01-05
65,66,Yellow Hearts,Ant Saunders,8344514,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,2020-01-05
66,67,Que Tire Pa Lante,Daddy Yankee,8306643,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1,2020-01-05
67,68,OUT WEST (feat. Young Thug),JACKBOYS,8242535,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,2020-01-05
68,69,Mean It,Lauv,8197020,https://open.spotify.com/track/5ACkb3CikcSZPF0h7FSZAp,2020-01-05
69,70,Lights Up,Harry Styles,8087034,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb,2020-01-05
70,71,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,8064265,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,2020-01-05
71,72,VIBEZ,DaBaby,8057221,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,2020-01-05
72,73,It's You,Ali Gatie,7909466,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,2020-01-05
73,74,Happier,Marshmello,7820470,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2020-01-05
74,75,Psycho,Red Velvet,7646564,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,2020-01-05
75,76,Wow.,Post Malone,7503821,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,2020-01-05
76,77,July,Noah Cyrus,7320240,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,2020-01-05
77,78,Sucker,Jonas Brothers,7154165,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,2020-01-05
78,79,Robbery,Juice WRLD,7143762,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,2020-01-05
79,80,Aventura,Lunay,7119890,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon,2020-01-05
80,81,Blanco,J Balvin,6965009,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc,2020-01-05
81,82,Woah,Lil Baby,6924956,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,2020-01-05
82,83,Up All Night,Khalid,6901879,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74,2020-01-05
83,84,Look At Her Now,Selena Gomez,6789448,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m,2020-01-05
84,85,Piece Of Your Heart,MEDUZA,6738632,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,2020-01-05
85,86,Graveyard,Halsey,6730248,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2,2020-01-05
86,87,Indeciso,Reik,6722092,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14,2020-01-05
87,88,Money In The Grave (Drake ft. Rick Ross),Drake,6718783,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,2020-01-05
88,89,rockstar (feat. 21 Savage),Post Malone,6691334,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2020-01-05
89,90,Truth Hurts,Lizzo,6676887,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,2020-01-05
90,91,Without Me,Halsey,6609926,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2020-01-05
91,92,Hate Me (with Juice WRLD),Ellie Goulding,6609716,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,2020-01-05
92,93,Bellaquita - Remix,Dalex,6593563,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA,2020-01-05
93,94,Quizas,Rich Music LTD,6576938,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe,2020-01-05
94,95,Shape of You,Ed Sheeran,6570888,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2020-01-05
95,96,Bohemian Rhapsody - 2011 Mix,Queen,6562746,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2020-01-05
96,97,"Alone, Pt. II",Alan Walker,6555359,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3,2020-01-05
97,98,Believer,Imagine Dragons,6526295,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2020-01-05
98,99,SICKO MODE,Travis Scott,6452450,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2020-01-05
99,100,Sweet but Psycho,Ava Max,6344710,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2020-01-05
100,101,Tutu,Camilo,6318081,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,2020-01-05
101,102,Into the Unknown,Idina Menzel,6304985,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W,2020-01-05
102,103,"Yo x Ti, Tu x Mi",ROSALÍA,6290708,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk,2020-01-05
103,104,Si Te Vas,Sech,6268936,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0,2020-01-05
104,105,Dancing With A Stranger (with Normani),Sam Smith,6264493,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2020-01-05
105,106,Liar,Camila Cabello,6209867,https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA,2020-01-05
106,107,Family,The Chainsmokers,6145132,https://open.spotify.com/track/3TKpJrY9q49Mj1JOsM9zGL,2020-01-05
107,108,No Guidance (feat. Drake),Chris Brown,6133542,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,2020-01-05
108,109,"thank u, next",Ariana Grande,6093684,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2020-01-05
109,110,Soltera - Remix,Lunay,6074917,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z,2020-01-05
110,111,Nice To Meet Ya,Niall Horan,6054877,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H,2020-01-05
111,112,Girls Like You (feat. Cardi B),Maroon 5,6029714,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2020-01-05
112,113,Suge,DaBaby,6026644,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,2020-01-05
113,114,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,5988561,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2020-01-05
114,115,Never Seen the Rain,Tones And I,5965220,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV,2020-01-05
115,116,bury a friend,Billie Eilish,5963315,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,2020-01-05
116,117,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,5962573,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m,2020-01-05
117,118,Bruises,Lewis Capaldi,5956240,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,2020-01-05
118,119,SAD!,XXXTENTACION,5954818,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2020-01-05
119,120,GANG GANG,JACKBOYS,5898484,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK,2020-01-05
120,121,Higher Love,Kygo,5897995,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,2020-01-05
121,122,Liberdade Provisória,Henrique & Juliano,5884589,https://open.spotify.com/track/1vG3YuKRYqPwTmNmYgqkpg,2020-01-05
122,123,Better Now,Post Malone,5835706,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2020-01-05
123,124,Eastside (with Halsey & Khalid),benny blanco,5800843,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2020-01-05
124,125,Con Altura,ROSALÍA,5798744,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2020-01-05
125,126,ocean eyes,Billie Eilish,5786163,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2020-01-05
126,127,High Hopes,Panic! At The Disco,5768634,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2020-01-05
127,128,Had Enough (feat. Quavo & Offset),Don Toliver,5748010,https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN,2020-01-05
128,129,Con Calma,Daddy Yankee,5731442,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2020-01-05
129,130,Say You Won't Let Go,James Arthur,5640690,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2020-01-05
130,131,Stuck In A Dream (feat. Gunna),Lil Mosey,5602168,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ,2020-01-05
131,132,WHAT TO DO? (feat. Don Toliver),JACKBOYS,5586351,https://open.spotify.com/track/4AO1XhrgJczQ9bNVxdfKQe,2020-01-05
132,133,223's (feat. 9lokknine),YNW Melly,5527005,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,2020-01-05
133,134,Get You The Moon (feat. Snøw),Kina,5515515,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,2020-01-05
134,135,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,5490617,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,2020-01-05
135,136,Perfect,Ed Sheeran,5489844,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2020-01-05
136,137,Can We Kiss Forever?,Kina,5476249,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,2020-01-05
137,138,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,5429021,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw,2020-01-05
138,139,goosebumps,Travis Scott,5418773,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2020-01-05
139,140,Only Human,Jonas Brothers,5378933,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,2020-01-05
140,141,Que Calor (with J Balvin & El Alfa),Major Lazer,5346245,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3,2020-01-05
141,142,Perreo en La Luna,Rich Music LTD,5336345,https://open.spotify.com/track/0RDgqtvOHLwcI6yz9bjsZV,2020-01-05
142,143,Youngblood,5 Seconds of Summer,5309628,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2020-01-05
143,144,Talk (feat. Disclosure),Khalid,5300601,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2020-01-05
144,145,If I Can't Have You,Shawn Mendes,5288287,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,2020-01-05
145,146,Turn Me On (feat. Vula),Riton,5283499,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9,2020-01-05
146,147,I Like Me Better,Lauv,5272672,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2020-01-05
147,148,MIDDLE CHILD,J. Cole,5270874,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2020-01-05
148,149,Legends,Juice WRLD,5254821,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,2020-01-05
149,150,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,5229616,https://open.spotify.com/track/7ntUbTIwmwOD6ygCMRZT6e,2020-01-05
150,151,Panini,Lil Nas X,5223320,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv,2020-01-05
151,152,Takeaway,The Chainsmokers,5220011,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw,2020-01-05
152,153,Jocelyn Flores,XXXTENTACION,5191874,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2020-01-05
153,154,Otro Trago - Remix,Sech,5183774,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,2020-01-05
154,155,QUE PRETENDES,J Balvin,5169327,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2020-01-05
155,156,Be Alright,Dean Lewis,5165291,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,2020-01-05
156,157,3 Nights,Dominic Fike,5161204,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX,2020-01-05
157,158,The London (feat. J. Cole & Travis Scott),Young Thug,5159930,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,2020-01-05
158,159,Maniac,Conan Gray,5130048,https://open.spotify.com/track/7hpJ9tATWb2vztlq99hERP,2020-01-05
159,160,You Need To Calm Down,Taylor Swift,5096612,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,2020-01-05
160,161,Let Me Down Slowly,Alec Benjamin,5074871,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2020-01-05
161,162,Don't Call Me Up,Mabel,5018303,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2020-01-05
162,163,Calma - Remix,Pedro Capó,4997293,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2020-01-05
163,164,all the good girls go to hell,Billie Eilish,4996483,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,2020-01-05
164,165,Moonlight,XXXTENTACION,4977474,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2020-01-05
165,166,11 PM,Maluma,4964819,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2020-01-05
166,167,SLOW DANCING IN THE DARK,Joji,4960550,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,2020-01-05
167,168,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,4941326,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5,2020-01-05
168,169,VALENTINO,24kGoldn,4935492,https://open.spotify.com/track/6piAUJJQFD8oHDUr0b7l7q,2020-01-05
169,170,All of Me,John Legend,4917170,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,2020-01-05
170,171,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,4906006,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6,2020-01-05
171,172,Pa' Olvidarme De Ella,Piso 21,4899254,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh,2020-01-05
172,173,God's Plan,Drake,4889226,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2020-01-05
173,174,Closer,The Chainsmokers,4884880,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2020-01-05
174,175,FML,Arizona Zervas,4871181,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf,2020-01-05
175,176,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,4856458,https://open.spotify.com/track/1DEkGXICCGLjDF7C65KBFw,2020-01-05
176,177,Death,Trippie Redd,4853689,https://open.spotify.com/track/3Kd6Wp3lG5HXMB2dlvuy7y,2020-01-05
177,178,I.F.L.Y.,Bazzi,4853397,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,2020-01-05
178,179,2002,Anne-Marie,4842613,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2020-01-05
179,180,i'm so tired...,Lauv,4811985,https://open.spotify.com/track/6H568VnZWTitazwFTwVSd8,2020-01-05
180,181,Something Just Like This,The Chainsmokers,4809650,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2020-01-05
181,182,Post Malone (feat. RANI),Sam Feldt,4757574,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL,2020-01-05
182,183,GOODMORNINGTOKYO!,TOKYO’S REVENGE,4736004,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,2020-01-05
183,184,Roller,Apache 207,4732292,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M,2020-01-05
184,185,All Girls Are The Same,Juice WRLD,4720010,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,2020-01-05
185,186,Thunder,Imagine Dragons,4691500,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2020-01-05
186,187,Never Really Over,Katy Perry,4679948,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,2020-01-05
187,188,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,4662781,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW,2020-01-05
188,189,wish you were gay,Billie Eilish,4661616,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,2020-01-05
189,190,Start Wit Me (feat. Gunna),Roddy Ricch,4657820,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu,2020-01-05
190,191,Going Bad (feat. Drake),Meek Mill,4655408,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2020-01-05
191,192,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,4629220,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY,2020-01-05
192,193,One Kiss (with Dua Lipa),Calvin Harris,4594157,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,2020-01-05
193,194,Photograph,Ed Sheeran,4591992,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2020-01-05
194,195,i love you,Billie Eilish,4580673,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,2020-01-05
195,196,Infeliz,Arcangel,4550372,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m,2020-01-05
196,197,Fantasía,Ozuna,4543012,https://open.spotify.com/track/40rXWke6SnXiGkSmaT8ZUr,2020-01-05
197,198,The Less I Know The Better,Tame Impala,4540179,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,2020-01-05
198,199,Don't Stop Me Now - 2011 Mix,Queen,4531625,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,2020-01-05
199,200,Better,Khalid,4517102,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,2020-01-05
0,1,Dance Monkey,Tones And I,52055226,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-01-12
1,2,The Box,Roddy Ricch,46771676,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-01-12
2,3,Life Is Good (feat. Drake),Future,39404104,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,2020-01-12
3,4,Yummy,Justin Bieber,38715310,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,2020-01-12
4,5,Tusa,KAROL G,34288744,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020-01-12
5,6,ROXANNE,Arizona Zervas,34104838,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-01-12
6,7,Blinding Lights,The Weeknd,31993009,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020-01-12
7,8,Don't Start Now,Dua Lipa,29149812,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020-01-12
8,9,Falling,Trevor Daniel,28908175,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-01-12
9,10,Memories,Maroon 5,26277252,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-01-12
10,11,Circles,Post Malone,25667531,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2020-01-12
11,12,Rare,Selena Gomez,23340577,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19,2020-01-12
12,13,everything i wanted,Billie Eilish,23297771,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,2020-01-12
13,14,Lose You To Love Me,Selena Gomez,22076272,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,2020-01-12
14,15,RITMO (Bad Boys For Life),Black Eyed Peas,20909467,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,2020-01-12
15,16,Señorita,Shawn Mendes,20909086,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-01-12
16,17,Someone You Loved,Lewis Capaldi,20259941,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-01-12
17,18,Good News,Mac Miller,19228184,https://open.spotify.com/track/3ClBKQkKoaUQ6UOhe2xlJK,2020-01-12
18,19,Adore You,Harry Styles,18211634,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020-01-12
19,20,My Oh My (feat. DaBaby),Camila Cabello,17668679,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,2020-01-12
20,21,bad guy,Billie Eilish,17298521,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2020-01-12
21,22,hot girl bummer,blackbear,16304825,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,2020-01-12
22,23,BOP,DaBaby,15678826,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,2020-01-12
23,24,You should be sad,Halsey,15478659,https://open.spotify.com/track/2usxQITOSDqvkYiI0oIwao,2020-01-12
24,25,Vete,Bad Bunny,15078547,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,2020-01-12
25,26,Ride It,Regard,14866701,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2020-01-12
26,27,Sigues Con El,Dímelo Flow,14315310,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,2020-01-12
27,28,Before You Go,Lewis Capaldi,14202354,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,2020-01-12
28,29,Watermelon Sugar,Harry Styles,14108205,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020-01-12
29,30,No Idea,Don Toliver,13905621,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,2020-01-12
30,31,HIGHEST IN THE ROOM,Travis Scott,13387615,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,2020-01-12
31,32,Suicidal,YNW Melly,12823591,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,2020-01-12
32,33,I Don't Care (with Justin Bieber),Ed Sheeran,12667694,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2020-01-12
33,34,Bandit (with YoungBoy Never Broke Again),Juice WRLD,12666593,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,2020-01-12
34,35,Futsal Shuffle 2020,Lil Uzi Vert,12647113,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,2020-01-12
35,36,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,12642295,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,2020-01-12
36,37,Fantasias,Rauw Alejandro,12613248,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,2020-01-12
37,38,Lose Control,MEDUZA,12529602,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-01-12
